model,file_name,item_number,formula
google-t5/t5-small,reflexive_src_fem.json,14,( 9.039902687072754 < 5.811064720153809 ) & ( 2.94986629486084 < 6.12253475189209 )
google-t5/t5-small,reflexive_src_fem.json,15,( 7.657284736633301 < 6.437582492828369 ) & ( 6.507355213165283 < 7.936077117919922 )
google-t5/t5-small,reflexive_src_fem.json,16,( 7.819079399108887 < 4.797911643981934 ) & ( 5.694457054138184 < 9.997300148010254 )
google-t5/t5-small,reflexive_src_fem.json,17,( 9.457874298095703 < 6.025859832763672 ) & ( 5.57480001449585 < 9.640148162841797 )
google-t5/t5-small,reflexive_src_fem.json,18,( 5.971404075622559 < 5.088040351867676 ) & ( 4.313535690307617 < 7.438611030578613 )
google-t5/t5-small,reflexive_src_fem.json,19,( 4.958375930786133 < 3.210638999938965 ) & ( 5.125115394592285 < 8.491015434265137 )
google-t5/t5-small,npz_obj_mod.json,1,(10.848179817199707 > 10.902787208557129 ) &  (10.848179817199707 > 9.896772384643555 ) & ((10.848179817199707 - 10.902787208557129 ) > (9.896772384643555 - 10.67764949798584 ))
google-t5/t5-small,npi_src_any.json,35,( 5.91826057434082 < 7.62750244140625 ) & ( 4.814418315887451 < 5.569966793060303 ) & ( 5.91826057434082 < 5.569966793060303 )
google-t5/t5-small,npi_src_any.json,38,( 5.565425872802734 < 5.69697380065918 ) & ( 4.623384475708008 < 5.13322114944458 ) & ( 5.565425872802734 < 5.13322114944458 )
google-t5/t5-small,reflexive_prep_fem.json,1,( 7.49680757522583 < 6.136981964111328 ) & ( 6.766233921051025 < 7.779714107513428 )
google-t5/t5-small,reflexive_prep_fem.json,2,( 7.856736660003662 < 5.6651716232299805 ) & ( 4.681084632873535 < 7.593155860900879 )
google-t5/t5-small,reflexive_prep_fem.json,3,( 7.51055383682251 < 6.2308430671691895 ) & ( 5.100271701812744 < 8.66506576538086 )
google-t5/t5-small,reflexive_prep_fem.json,4,( 6.258767127990723 < 6.040689468383789 ) & ( 4.0758748054504395 < 7.022059440612793 )
google-t5/t5-small,reflexive_prep_fem.json,5,( 5.369734764099121 < 3.9209508895874023 ) & ( 2.6075313091278076 < 5.976216793060303 )
google-t5/t5-small,reflexive_prep_fem.json,6,( 9.184228897094727 < 5.6414594650268555 ) & ( 5.981076240539551 < 9.96088695526123 )
google-t5/t5-small,reflexive_prep_fem.json,7,( 7.806016445159912 < 5.381561279296875 ) & ( 5.6054229736328125 < 8.841362953186035 )
google-t5/t5-small,reflexive_prep_fem.json,8,( 7.126950263977051 < 5.475365161895752 ) & ( 5.819563865661621 < 7.990972518920898 )
google-t5/t5-small,reflexive_prep_fem.json,9,( 6.900382041931152 < 5.961316108703613 ) & ( 4.4305524826049805 < 7.381734848022461 )
google-t5/t5-small,reflexive_prep_fem.json,10,( 11.240791320800781 < 8.704827308654785 ) & ( 8.631389617919922 < 9.659407615661621 )
google-t5/t5-small,reflexive_prep_fem.json,11,( 6.483080863952637 < 3.5571203231811523 ) & ( 3.7685728073120117 < 7.234940528869629 )
google-t5/t5-small,reflexive_prep_fem.json,12,( 4.581467628479004 < 4.144469261169434 ) & ( 3.436440944671631 < 4.631157875061035 )
google-t5/t5-small,reflexive_prep_fem.json,13,( 8.050188064575195 < 6.145982265472412 ) & ( 5.138491630554199 < 8.77790641784668 )
google-t5/t5-small,reflexive_prep_fem.json,14,( 8.146065711975098 < 6.314827919006348 ) & ( 4.670429706573486 < 9.452997207641602 )
google-t5/t5-small,reflexive_prep_fem.json,15,( 7.424432277679443 < 7.137805938720703 ) & ( 5.219429016113281 < 7.964798927307129 )
google-t5/t5-small,reflexive_prep_fem.json,16,( 8.849138259887695 < 6.477801322937012 ) & ( 5.605309009552002 < 8.836955070495605 )
google-t5/t5-small,reflexive_prep_fem.json,17,( 11.297528266906738 < 7.581550121307373 ) & ( 7.021490097045898 < 11.019237518310547 )
google-t5/t5-small,reflexive_prep_fem.json,18,( 5.63433837890625 < 5.1121978759765625 ) & ( 4.504019260406494 < 6.650208950042725 )
google-t5/t5-small,reflexive_prep_fem.json,19,( 5.408479690551758 < 4.876154899597168 ) & ( 3.8137927055358887 < 5.544304847717285 )
google-t5/t5-small,fgd-embed3.json,2,(15.077526092529297>15.251288414001465) & (9.241501808166504<9.982885360717773)
google-t5/t5-small,fgd-embed3.json,3,(10.905875205993652>10.944818496704102) & (12.148914337158203<11.879158020019531)
google-t5/t5-small,fgd-embed3.json,4,(6.415553092956543>6.3903727531433105) & (12.7681884765625<12.632291793823242)
google-t5/t5-small,fgd-embed3.json,7,(8.644952774047852>8.679448127746582) & (8.43569278717041<8.439306259155273)
google-t5/t5-small,fgd-embed3.json,9,(11.8776216506958>11.94977855682373) & (18.968788146972656<19.130321502685547)
google-t5/t5-small,fgd-embed3.json,11,(9.273637771606445>9.425016403198242) & (18.313812255859375<18.59809112548828)
google-t5/t5-small,fgd-embed3.json,13,(6.596842288970947>6.788581371307373) & (18.687923431396484<19.518505096435547)
google-t5/t5-small,fgd-embed3.json,14,(11.828582763671875>11.87341594696045) & (14.702969551086426<14.932220458984375)
google-t5/t5-small,fgd-embed3.json,15,(12.279943466186523>12.401705741882324) & (14.209507942199707<14.280431747436523)
google-t5/t5-small,fgd-embed3.json,16,(13.710826873779297>13.588213920593262) & (11.260749816894531<11.159716606140137)
google-t5/t5-small,fgd-embed3.json,17,(13.944595336914062>14.013354301452637) & (13.61218547821045<13.81264877319336)
google-t5/t5-small,fgd-embed3.json,18,(8.779990196228027>8.66462230682373) & (8.82916259765625<8.727265357971191)
google-t5/t5-small,fgd-embed3.json,19,(14.086732864379883>14.059608459472656) & (13.333730697631836<13.182422637939453)
google-t5/t5-small,subordination.json,2,(6.17063045501709 > 6.256350040435791 ) & (29.403701782226562 < 32.686790466308594 )
google-t5/t5-small,subordination.json,5,(5.918312072753906 > 6.309639930725098 ) & (32.099037170410156 < 36.40053939819336 )
google-t5/t5-small,subordination.json,12,(7.487409591674805 > 6.216455936431885 ) & (28.477031707763672 < 28.284452438354492 )
google-t5/t5-small,subordination.json,19,(8.23521614074707 > 6.851728439331055 ) & (35.93376159667969 < 35.469825744628906 )
google-t5/t5-small,reflexive_prep_masc.json,1,( 6.485783576965332 < 6.136981964111328 ) & ( 6.766233921051025 < 6.590649127960205 )
google-t5/t5-small,reflexive_prep_masc.json,6,( 7.726653099060059 < 5.6414594650268555 ) & ( 5.981076240539551 < 8.281277656555176 )
google-t5/t5-small,reflexive_prep_masc.json,8,( 6.11630916595459 < 5.475365161895752 ) & ( 5.819563865661621 < 6.475774765014648 )
google-t5/t5-small,reflexive_prep_masc.json,10,( 8.92343521118164 < 8.704827308654785 ) & ( 8.631389617919922 < 7.623972415924072 )
google-t5/t5-small,reflexive_prep_masc.json,11,( 3.819521188735962 < 3.5571203231811523 ) & ( 3.7685728073120117 < 4.7978997230529785 )
google-t5/t5-small,reflexive_prep_masc.json,12,( 2.9770243167877197 < 4.144469261169434 ) & ( 3.436440944671631 < 3.2339415550231934 )
google-t5/t5-small,reflexive_prep_masc.json,17,( 8.906222343444824 < 7.581550121307373 ) & ( 7.021490097045898 < 8.54908561706543 )
google-t5/t5-small,reflexive_prep_masc.json,18,( 4.254034996032715 < 5.1121978759765625 ) & ( 4.504019260406494 < 4.432454586029053 )
google-t5/t5-small,cleft_modifier.json,2,(14.145756721496582-12.729931831359863)+((8.906167984008789+12.346975326538086)-(11.000333786010742+12.00534439086914))>0
google-t5/t5-small,fgd_subject.json,23,(11.93222427368164 > 12.748239517211914 ) & (11.66659927368164 < 13.356856346130371 ) 
google-t5/t5-small,fgd_subject.json,24,(15.411602973937988 > 15.997611045837402 ) & (6.719352722167969 < 10.514220237731934 ) 
google-t5/t5-small,mvrr.json,4,(7.402764320373535 > 2.5682802200317383) & (7.402764320373535 > 7.407819747924805) & ((7.402764320373535 - 2.5682802200317383) > (7.407819747924805 - 2.4390640258789062))
google-t5/t5-small,mvrr.json,5,(7.205722332000732 > 1.9904685020446777) & (7.205722332000732 > 7.205722332000732) & ((7.205722332000732 - 1.9904685020446777) > (7.205722332000732 - 1.9904685020446777))
google-t5/t5-small,mvrr.json,6,(9.954368591308594 > 4.675401210784912) & (9.954368591308594 > 8.883790969848633) & ((9.954368591308594 - 4.675401210784912) > (8.883790969848633 - 3.474823474884033))
google-t5/t5-small,mvrr.json,9,(7.707353591918945 > 2.725940704345703) & (7.707353591918945 > 8.566109657287598) & ((7.707353591918945 - 2.725940704345703) > (8.566109657287598 - 3.157325267791748))
google-t5/t5-small,mvrr.json,14,(16.257307052612305 > 13.995816230773926) & (16.257307052612305 > 15.778305053710938) & ((16.257307052612305 - 13.995816230773926) > (15.778305053710938 - 12.327018737792969))
google-t5/t5-small,mvrr.json,15,(10.165365219116211 > 9.725570678710938) & (10.165365219116211 > 9.879657745361328) & ((10.165365219116211 - 9.725570678710938) > (9.879657745361328 - 9.20758056640625))
google-t5/t5-small,mvrr.json,18,(10.62370491027832 > 8.57382869720459) & (10.62370491027832 > 11.036970138549805) & ((10.62370491027832 - 8.57382869720459) > (11.036970138549805 - 9.001636505126953))
google-t5/t5-small,mvrr.json,19,(12.44144058227539 > 11.381099700927734) & (12.44144058227539 > 13.93890380859375) & ((12.44144058227539 - 11.381099700927734) > (13.93890380859375 - 11.285615921020508))
google-t5/t5-small,mvrr.json,28,(15.64200496673584 > 16.233238220214844) & (15.64200496673584 > 13.330485343933105) & ((15.64200496673584 - 16.233238220214844) > (13.330485343933105 - 13.380880355834961))
google-t5/t5-small,npz_ambig.json,1,(9.404009819030762 > 10.336021423339844 ) &  (9.404009819030762 > 9.628488540649414 )  & ((9.404009819030762 - 10.336021423339844 ) > (9.628488540649414 - 10.342462539672852 ))
google-t5/t5-small,npz_ambig.json,20,(13.02209186553955 > 8.072153091430664 ) &  (13.02209186553955 > 12.164241790771484 )  & ((13.02209186553955 - 8.072153091430664 ) > (12.164241790771484 - 6.716121673583984 ))
google-t5/t5-small,npz_ambig.json,22,(11.803291320800781 > 6.863010406494141 ) &  (11.803291320800781 > 12.043853759765625 )  & ((11.803291320800781 - 6.863010406494141 ) > (12.043853759765625 - 7.660771369934082 ))
google-t5/t5-small,npi_orc_ever.json,20,( 4.119046211242676 < 6.671722412109375 ) & ( 5.420212268829346 < 5.181008338928223 ) & ( 4.119046211242676 < 5.181008338928223 )
google-t5/t5-small,mvrr_mod.json,5,(8.60318660736084 > 2.9077305793762207) & (8.60318660736084 > 8.60318660736084) & ((8.60318660736084 - 2.9077305793762207) > (8.60318660736084 - 2.9077305793762207))
google-t5/t5-small,mvrr_mod.json,9,(5.800697326660156 > 2.7187819480895996) & (5.800697326660156 > 5.89695930480957) & ((5.800697326660156 - 2.7187819480895996) > (5.89695930480957 - 2.9353902339935303))
google-t5/t5-small,mvrr_mod.json,12,(15.498893737792969 > 12.636860847473145) & (15.498893737792969 > 15.407858848571777) & ((15.498893737792969 - 12.636860847473145) > (15.407858848571777 - 12.378881454467773))
google-t5/t5-small,mvrr_mod.json,14,(13.541865348815918 > 11.2138090133667) & (13.541865348815918 > 13.486616134643555) & ((13.541865348815918 - 11.2138090133667) > (13.486616134643555 - 10.54276180267334))
google-t5/t5-small,mvrr_mod.json,18,(11.561607360839844 > 7.8034820556640625) & (11.561607360839844 > 11.72591781616211) & ((11.561607360839844 - 7.8034820556640625) > (11.72591781616211 - 7.392223834991455))
google-t5/t5-small,mvrr_mod.json,19,(12.061457633972168 > 11.488189697265625) & (12.061457633972168 > 13.223320007324219) & ((12.061457633972168 - 11.488189697265625) > (13.223320007324219 - 11.618924140930176))
google-t5/t5-small,mvrr_mod.json,24,(12.773482322692871 > 11.266416549682617) & (12.773482322692871 > 12.22987174987793) & ((12.773482322692871 - 11.266416549682617) > (12.22987174987793 - 10.363710403442383))
google-t5/t5-small,center_embed.json,3,( 13.090530395507812 + 11.421585083007812 ) < ( 11.550102233886719 + 12.18266773223877 )
google-t5/t5-small,center_embed.json,4,( 7.809288501739502 + 11.508305549621582 ) < ( 10.144525527954102 + 8.071842193603516 )
google-t5/t5-small,center_embed.json,7,( 5.666988849639893 + 12.304037094116211 ) < ( 8.285051345825195 + 7.050297737121582 )
google-t5/t5-small,center_embed.json,22,( 10.968575477600098 + 5.536452293395996 ) < ( 6.153014659881592 + 10.157133102416992 )
google-t5/t5-small,center_embed.json,27,( 10.198711395263672 + 13.813020706176758 ) < ( 11.348873138427734 + 8.704218864440918 )
google-t5/t5-small,center_embed.json,28,( 15.493268966674805 + 15.136344909667969 ) < ( 14.415886878967285 + 11.819451332092285 )
google-t5/t5-small,fgd-embed4.json,1,(9.369888305664062>9.384923934936523) & (18.596763610839844<18.62348747253418)
google-t5/t5-small,fgd-embed4.json,2,(14.608786582946777>14.630020141601562) & (8.549642562866211<8.545072555541992)
google-t5/t5-small,fgd-embed4.json,3,(12.020588874816895>12.209051132202148) & (9.638053894042969<9.629024505615234)
google-t5/t5-small,fgd-embed4.json,4,(6.803390026092529>6.695274829864502) & (12.098255157470703<12.004881858825684)
google-t5/t5-small,fgd-embed4.json,7,(8.56572437286377>8.57796859741211) & (8.636445999145508<8.390055656433105)
google-t5/t5-small,fgd-embed4.json,9,(11.528532981872559>11.645216941833496) & (18.935277938842773<19.044086456298828)
google-t5/t5-small,fgd-embed4.json,10,(6.707457542419434>6.563692569732666) & (8.388633728027344<8.147611618041992)
google-t5/t5-small,fgd-embed4.json,11,(9.46793270111084>9.896134376525879) & (16.878278732299805<17.457860946655273)
google-t5/t5-small,fgd-embed4.json,12,(6.606777191162109>6.639150619506836) & (10.994213104248047<10.972933769226074)
google-t5/t5-small,fgd-embed4.json,13,(6.096097469329834>6.355134010314941) & (18.556560516357422<19.058635711669922)
google-t5/t5-small,fgd-embed4.json,14,(14.101675033569336>14.152353286743164) & (14.541202545166016<14.55366325378418)
google-t5/t5-small,fgd-embed4.json,15,(11.764410972595215>11.81478500366211) & (12.228120803833008<12.06839370727539)
google-t5/t5-small,fgd-embed4.json,16,(13.87347412109375>13.650018692016602) & (10.502683639526367<9.91141128540039)
google-t5/t5-small,fgd-embed4.json,18,(8.516738891601562>8.43601131439209) & (10.622427940368652<10.199274063110352)
google-t5/t5-small,fgd-embed4.json,19,(14.151182174682617>14.129846572875977) & (13.400355339050293<13.237174034118652)
google-t5/t5-small,fgd-embed4.json,20,(8.480768203735352>8.504800796508789) & (8.387567520141602<8.505632400512695)
google-t5/t5-small,reflexive_src_masc.json,2,( 5.136190414428711 < 4.85394811630249 ) & ( 4.175891876220703 < 5.939372539520264 )
google-t5/t5-small,reflexive_src_masc.json,6,( 7.865233898162842 < 5.785669803619385 ) & ( 3.8136534690856934 < 5.687868595123291 )
google-t5/t5-small,reflexive_src_masc.json,7,( 4.698897838592529 < 5.171606540679932 ) & ( 5.594790458679199 < 4.031102180480957 )
google-t5/t5-small,reflexive_src_masc.json,8,( 5.884540557861328 < 5.392224311828613 ) & ( 6.1330485343933105 < 5.881552696228027 )
google-t5/t5-small,reflexive_src_masc.json,9,( 3.835113048553467 < 4.6798787117004395 ) & ( 6.532776355743408 < 5.806124687194824 )
google-t5/t5-small,reflexive_src_masc.json,10,( 5.4280900955200195 < 5.265917778015137 ) & ( 5.972283363342285 < 6.353113174438477 )
google-t5/t5-small,reflexive_src_masc.json,13,( 6.0023579597473145 < 5.940623760223389 ) & ( 3.1715590953826904 < 4.665616989135742 )
google-t5/t5-small,reflexive_src_masc.json,14,( 5.908231735229492 < 5.811064720153809 ) & ( 2.94986629486084 < 4.0284929275512695 )
google-t5/t5-small,reflexive_src_masc.json,15,( 6.167301177978516 < 6.437582492828369 ) & ( 6.507355213165283 < 6.075183391571045 )
google-t5/t5-small,reflexive_src_masc.json,17,( 6.897804260253906 < 6.025859832763672 ) & ( 5.57480001449585 < 7.584647178649902 )
google-t5/t5-small,subordination_pp-pp.json,2,(6.109768867492676 > 6.175163269042969 ) & (29.45426368713379 < 33.2204704284668 )
google-t5/t5-small,subordination_pp-pp.json,3,(5.43149995803833 > 6.000918388366699 ) & (28.646324157714844 < 31.603214263916016 )
google-t5/t5-small,subordination_pp-pp.json,5,(6.273683547973633 > 6.744707107543945 ) & (32.6688232421875 < 35.21857833862305 )
google-t5/t5-small,subordination_pp-pp.json,12,(7.22735595703125 > 7.651609897613525 ) & (28.879945755004883 < 30.805715560913086 )
google-t5/t5-small,subordination_pp-pp.json,16,(6.0663275718688965 > 6.3242034912109375 ) & (31.817462921142578 < 34.186058044433594 )
google-t5/t5-small,subordination_pp-pp.json,17,(5.952101707458496 > 6.506721496582031 ) & (31.529970169067383 < 35.339927673339844 )
google-t5/t5-small,subordination_orc-orc.json,1,(6.749812126159668 > 6.917147636413574 ) & (36.27190017700195 < 41.286529541015625 )
google-t5/t5-small,subordination_orc-orc.json,8,(6.333805084228516 > 6.667116641998291 ) & (33.76127624511719 < 37.49221420288086 )
google-t5/t5-small,subordination_orc-orc.json,9,(6.853745460510254 > 7.020956516265869 ) & (38.05583953857422 < 42.378868103027344 )
google-t5/t5-small,subordination_orc-orc.json,11,(7.489877700805664 > 7.922192096710205 ) & (31.67595863342285 < 35.12075424194336 )
google-t5/t5-small,number_orc.json,1,(5.574852466583252 < 5.794783115386963) & (8.090267181396484 < 5.837408065795898)
google-t5/t5-small,number_orc.json,2,(11.127685546875 < 11.013303756713867) & (10.031495094299316 < 10.530001640319824)
google-t5/t5-small,number_orc.json,3,(12.244460105895996 < 10.911474227905273) & (10.48202896118164 < 12.332992553710938)
google-t5/t5-small,number_orc.json,5,(11.001838684082031 < 6.204585075378418) & (6.17024040222168 < 10.36637020111084)
google-t5/t5-small,number_orc.json,6,(12.903295516967773 < 11.138248443603516) & (10.12618637084961 < 13.487009048461914)
google-t5/t5-small,number_orc.json,9,(5.717080116271973 < 5.618887424468994) & (5.023309707641602 < 4.47321081161499)
google-t5/t5-small,number_orc.json,11,(5.205601692199707 < 5.191624164581299) & (5.096034049987793 < 4.585119247436523)
google-t5/t5-small,number_orc.json,12,(3.0001912117004395 < 5.174522876739502) & (4.708950042724609 < 3.9255964756011963)
google-t5/t5-small,number_orc.json,15,(11.751167297363281 < 11.632660865783691) & (11.36296558380127 < 12.06098461151123)
google-t5/t5-small,number_orc.json,16,(12.2054443359375 < 9.723854064941406) & (9.821822166442871 < 11.071608543395996)
google-t5/t5-small,number_orc.json,17,(12.208553314208984 < 7.817370891571045) & (7.990279674530029 < 12.239385604858398)
google-t5/t5-small,number_orc.json,18,(12.511874198913574 < 12.01643180847168) & (11.87112808227539 < 13.652158737182617)
